AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,SiteName,SiteTypeCV,Latitude,Longitude,ReasonRemoved,index
,,,,,,,,,Certificated Issued,30659,Unspecified,1977-07-28,,12/31,01/01,Appropriation,"250.0, 245.0, 190.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S22929, KSwr_S22927, KSwr_S22928",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,15182.0
,,,,,,,,,Certificated Issued,30667,Unspecified,1977-07-29,,12/31,01/01,Appropriation,"32.0, 219.0, 54.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S22937, KSwr_S22938, KSwr_S22936",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15188.0
,,,,,,,,,Certificated Issued,30670,Unspecified,1977-07-29,,12/31,01/01,Appropriation,"13.0, 223.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S22941, KSwr_S22942",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15191.0
,,,,,,,,,Certificated Issued,30709,Unspecified,1977-08-09,,12/31,01/01,Appropriation,"0.0, 34.0","Irrigation, Recreation",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S22964,KDADWR_Allocation All,,KSwr_WS37,,,,,Bad Flow or Volume,15216.0
,,,,,,,,,Certificated Issued,30710,Unspecified,1977-08-09,,12/31,01/01,Appropriation,"40.0, 13.0","Irrigation, Recreation",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S22965,KDADWR_Allocation All,,KSwr_WS37,,,,,Bad Flow or Volume,15217.0
,,,,,,,,,Certificated Issued,30728,Unspecified,1977-08-12,,12/31,01/01,Appropriation,"200.0, 183.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S22981, KSwr_S22982",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,15231.0
,,,,,,,,,Certificated Issued,30771,Unspecified,1977-08-23,,12/31,01/01,Appropriation,"81.0, 65.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23006, KSwr_S23007",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15253.0
,,,,,,,,,Certificated Issued,30784,Unspecified,1977-08-23,,12/31,01/01,Appropriation,"10.0, 90.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23014, KSwr_S23013",KDADWR_Allocation All,,KSwr_WS32,,,,,Bad Flow or Volume,15259.0
,,,,,,,,,Certificated Issued,30789,Unspecified,1977-08-24,,12/31,01/01,Appropriation,"0.0, 169.0, 170.0, 71.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23018, KSwr_S23025, KSwr_S23024, KSwr_S23017, KSwr_S23027, KSwr_S23019, KSwr_S23022, KSwr_S23023, KSwr_S23026, KSwr_S23020, KSwr_S23021",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15262.0
,,,,,,,,,Certificated Issued,30803,Unspecified,1977-08-26,,12/31,01/01,Appropriation,"184.0, 195.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23043, KSwr_S23042",KDADWR_Allocation All,,KSwr_WS107,,,,,Bad Flow or Volume,15271.0
,,,,,,,,,Certificated Issued,30823,Unspecified,1977-09-01,,12/31,01/01,Appropriation,"121.0, 74.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23063, KSwr_S23062",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,15286.0
,,,,,,,,,Certificated Issued,30824,Unspecified,1977-09-01,,12/31,01/01,Appropriation,"105.631, 149.679",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23065, KSwr_S23064",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15287.0
,,,,,,,,,Certificated Issued,30851,Unspecified,1977-09-14,,12/31,01/01,Appropriation,"275.0, 300.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23087, KSwr_S23086",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,15309.0
,,,,,,,,,Certificated Issued,30858,Unspecified,1977-09-19,,12/31,01/01,Appropriation,"97.0, 50.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23093, KSwr_S23094",KDADWR_Allocation All,,KSwr_WS73,,,,,Bad Flow or Volume,15315.0
,,,,,,,,,Certificated Issued,30860,Unspecified,1977-09-19,,12/31,01/01,Appropriation,"58.87, 86.46",Stockwater,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23096, KSwr_S23095",KDADWR_Allocation All,,KSwr_WS111,,,,,Bad Flow or Volume,15316.0
,,,,,,,,,Certificated Issued,30876,Unspecified,1977-09-26,,12/31,01/01,Appropriation,"112.0, 51.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23109, KSwr_S23110",KDADWR_Allocation All,,KSwr_WS33,,,,,Bad Flow or Volume,15327.0
,,,,,,,,,Certificated Issued,30877,Unspecified,1977-09-26,,12/31,01/01,Appropriation,"26.73, 34.003, 195.0, 20.255","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23111, KSwr_S23112, KSwr_S23114, KSwr_S23113",KDADWR_Allocation All,,KSwr_WS66,,,,,Bad Flow or Volume,15328.0
,,,,,,,,,Certificated Issued,30885,Unspecified,1977-09-29,,12/31,01/01,Appropriation,"361.576, 163.572",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23120, KSwr_S23121",KDADWR_Allocation All,,KSwr_WS86,,,,,Bad Flow or Volume,15335.0
,,,,,,,,,Certificated Issued,30902,Unspecified,1977-10-04,,12/31,01/01,Appropriation,"220.0, 236.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23128, KSwr_S23129",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,15345.0
,,,,,,,,,Certificated Issued,30939,Unspecified,1977-10-12,,12/31,01/01,Appropriation,"123.0, 126.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23164, KSwr_S23165",KDADWR_Allocation All,,KSwr_WS86,,,,,Bad Flow or Volume,15373.0
,,,,,,,,,Certificated Issued,30965,Unspecified,1977-10-20,,12/31,01/01,Appropriation,"100.0, 125.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23187, KSwr_S23186",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,15392.0
,,,,,,,,,Certificated Issued,30996,Unspecified,1977-10-31,,12/31,01/01,Appropriation,"264.0, 260.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23204, KSwr_S23205",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15410.0
,,,,,,,,,Certificated Issued,31017,Unspecified,1977-11-03,,12/31,01/01,Appropriation,"600.0, 513.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23218, KSwr_S23219",KDADWR_Allocation All,,KSwr_WS57,,,,,Bad Flow or Volume,15426.0
,,,,,,,,,Certificated Issued,31026,Unspecified,1977-11-04,,12/31,01/01,Appropriation,"56.0, 52.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23225, KSwr_S23224",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15433.0
,,,,,,,,,Certificated Issued,31028,Unspecified,1977-11-04,,12/31,01/01,Appropriation,"137.0, 133.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23227, KSwr_S23226",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,15434.0
,,,,,,,,,Certificated Issued,31033,Unspecified,1977-11-07,,12/31,01/01,Appropriation,"35.0, 86.0, 23.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23231, KSwr_S23233, KSwr_S23232",KDADWR_Allocation All,,KSwr_WS18,,,,,Bad Flow or Volume,15439.0
,,,,,,,,,Certificated Issued,31060,Unspecified,1977-11-10,,12/31,01/01,Appropriation,"392.0, 50.0","Irrigation, Stockwater",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23245, KSwr_S23246, KSwr_S23247",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15455.0
,,,,,,,,,Certificated Issued,31069,Unspecified,1977-11-14,,12/31,01/01,Appropriation,"40.0, 254.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23254, KSwr_S23253",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,15462.0
,,,,,,,,,Certificated Issued,31086,Unspecified,1977-11-14,,12/31,01/01,Appropriation,"185.0, 84.0, 53.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23264, KSwr_S23266, KSwr_S23265",KDADWR_Allocation All,,KSwr_WS25,,,,,Bad Flow or Volume,15477.0
,,,,,,,,,Certificated Issued,31094,Unspecified,1977-11-16,,12/31,01/01,Appropriation,"380.0, 85.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23272, KSwr_S3233",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,15484.0
,,,,,,,,,Certificated Issued,31095,Unspecified,1977-11-16,,12/31,01/01,Appropriation,"481.0, 82.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23273, KSwr_S6825",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,15485.0
,,,,,,,,,Certificated Issued,31102,Unspecified,1977-11-17,,12/31,01/01,Appropriation,"58.0, 94.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23285, KSwr_S23284",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,15491.0
,,,,,,,,,Certificated Issued,31126,Unspecified,1977-11-22,,12/31,01/01,Appropriation,"73.0, 163.0, 156.0, 179.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23315, KSwr_S23314, KSwr_S23312, KSwr_S23313",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,15512.0
,,,,,,,,,Certificated Issued,31158,Unspecified,1977-11-29,,12/31,01/01,Appropriation,"480.0, 160.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23341, KSwr_S23340",KDADWR_Allocation All,,KSwr_WS104,,,,,Bad Flow or Volume,15535.0
,,,,,,,,,Certificated Issued,31162,Unspecified,1977-11-29,,12/31,01/01,Appropriation,"33.0, 35.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23345, KSwr_S23344",KDADWR_Allocation All,,KSwr_WS18,,,,,Bad Flow or Volume,15540.0
,,,,,,,,,Certificated Issued,31193,Unspecified,1977-12-01,,12/31,01/01,Appropriation,"96.0, 20.0","Irrigation, Recreation",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S23359,KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15555.0
,,,,,,,,,Certificated Issued,31194,Unspecified,1977-12-01,,12/31,01/01,Appropriation,"36.0, 60.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23360, KSwr_S23361",KDADWR_Allocation All,,KSwr_WS66,,,,,Bad Flow or Volume,15556.0
,,,,,,,,,Certificated Issued,31197,Unspecified,1977-12-02,,12/31,01/01,Appropriation,"418.0, 282.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23366, KSwr_S23365",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,15559.0
,,,,,,,,,Certificated Issued,31222,Unspecified,1977-12-06,,12/31,01/01,Appropriation,"121.0, 27.0, 15.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S13278, KSwr_S13277, KSwr_S23380",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,15572.0
,,,,,,,,,Certificated Issued,31233,Unspecified,1977-12-07,,12/31,01/01,Appropriation,"8.0, 22.0","Irrigation, Industrial",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S23388,KDADWR_Allocation All,,KSwr_WS86,,,,,Bad Flow or Volume,15580.0
,,,,,,,,,Certificated Issued,31249,Unspecified,1977-12-08,,12/31,01/01,Appropriation,"0.0, 43.581",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23416, KSwr_S23415, KSwr_S23414",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,15594.0
,,,,,,,,,Certificated Issued,31263,Unspecified,1977-12-09,,12/31,01/01,Appropriation,"74.727, 74.638",Industrial,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23425, KSwr_S23426",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15607.0
,,,,,,,,,Certificated Issued,31276,Unspecified,1977-12-12,,12/31,01/01,Appropriation,"640.0, 581.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23437, KSwr_S23436",KDADWR_Allocation All,,KSwr_WS104,,,,,Bad Flow or Volume,15616.0
,,,,,,,,,Certificated Issued,31294,Unspecified,1977-12-13,,12/31,01/01,Appropriation,"266.0, 262.0, 247.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23460, KSwr_S23456, KSwr_S23458, KSwr_S23459, KSwr_S23457, KSwr_S23461",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15628.0
,,,,,,,,,Certificated Issued,31311,Unspecified,1977-12-14,,12/31,01/01,Appropriation,"107.0, 108.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23469, KSwr_S4803",KDADWR_Allocation All,,KSwr_WS47,,,,,Bad Flow or Volume,15637.0
,,,,,,,,,Certificated Issued,31327,Unspecified,1977-12-15,,12/31,01/01,Appropriation,"96.0, 57.0, 63.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23483, KSwr_S23482, KSwr_S23481",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,15648.0
,,,,,,,,,Certificated Issued,31334,Unspecified,1977-12-15,,12/31,01/01,Appropriation,"85.0, 70.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23491, KSwr_S23492",KDADWR_Allocation All,,KSwr_WS18,,,,,Bad Flow or Volume,15654.0
,,,,,,,,,Certificated Issued,31337,Unspecified,1977-12-15,,12/31,01/01,Appropriation,"28.0, 29.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23495, KSwr_S23496",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,15657.0
,,,,,,,,,Certificated Issued,31373,Unspecified,1977-12-19,,12/31,01/01,Appropriation,"122.0, 101.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23531, KSwr_S23530",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,15686.0
,,,,,,,,,Certificated Issued,31379,Unspecified,1977-12-20,,12/31,01/01,Appropriation,"25.0, 50.0, 15.007","Irrigation, Industrial",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23535, KSwr_S23534, KSwr_S23533, KSwr_S23536",KDADWR_Allocation All,,KSwr_WS18,,,,,Bad Flow or Volume,15688.0
,,,,,,,,,Certificated Issued,31409,Unspecified,1977-12-21,,12/31,01/01,Appropriation,"320.0, 316.0, 173.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23557, KSwr_S23556, KSwr_S23555",KDADWR_Allocation All,,KSwr_WS65,,,,,Bad Flow or Volume,15710.0
,,,,,,,,,Certificated Issued,31426,Unspecified,1977-12-22,,12/31,01/01,Appropriation,"40.0, 60.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23574, KSwr_S23575",KDADWR_Allocation All,,KSwr_WS18,,,,,Bad Flow or Volume,15723.0
,,,,,,,,,Certificated Issued,31441,Unspecified,1977-12-22,,12/31,01/01,Appropriation,"26.0, 29.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23585, KSwr_S23584",KDADWR_Allocation All,,KSwr_WS86,,,,,Bad Flow or Volume,15734.0
,,,,,,,,,Certificated Issued,31473,Unspecified,1977-12-27,,12/31,01/01,Appropriation,"77.3, 31.7","Irrigation, Recreation",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,KSwr_S23604,KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15756.0
,,,,,,,,,Certificated Issued,31487,Unspecified,1977-12-27,,12/31,01/01,Appropriation,"131.0, 180.0, 189.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23629, KSwr_S23627, KSwr_S23628",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,15768.0
,,,,,,,,,Certificated Issued,31507,Unspecified,1977-12-27,,12/31,01/01,Appropriation,"185.0, 130.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23648, KSwr_S23649",KDADWR_Allocation All,,KSwr_WS59,,,,,Bad Flow or Volume,15783.0
,,,,,,,,,Certificated Issued,31518,Unspecified,1977-12-27,,12/31,01/01,Appropriation,"18.0, 13.0, 60.0, 5.002","Irrigation, Industrial",,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23655, KSwr_S23656, KSwr_S23657",KDADWR_Allocation All,,KSwr_WS43,,,,,Bad Flow or Volume,15789.0
,,,,,,,,,Certificated Issued,31527,Unspecified,1977-12-28,,12/31,01/01,Appropriation,"64.0, 54.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23663, KSwr_S23664, KSwr_S23665",KDADWR_Allocation All,,KSwr_WS25,,,,,Bad Flow or Volume,15795.0
,,,,,,,,,Certificated Issued,31528,Unspecified,1977-12-28,,12/31,01/01,Appropriation,"26.0, 51.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23663, KSwr_S23666",KDADWR_Allocation All,,KSwr_WS25,,,,,Bad Flow or Volume,15796.0
,,,,,,,,,Certificated Issued,31543,Unspecified,1977-12-28,,12/31,01/01,Appropriation,"17.471, 83.339, 33.607",Stockwater,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23676, KSwr_S23677, KSwr_S23675",KDADWR_Allocation All,,KSwr_WS120,,,,,Bad Flow or Volume,15805.0
,,,,,,,,,Certificated Issued,31547,Unspecified,1977-12-28,,12/31,01/01,Appropriation,"42.0, 44.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23681, KSwr_S23680, KSwr_S23682",KDADWR_Allocation All,,KSwr_WS47,,,,,Bad Flow or Volume,15808.0
,,,,,,,,,Certificated Issued,31548,Unspecified,1977-12-28,,12/31,01/01,Appropriation,"509.0, 454.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23684, KSwr_S23683",KDADWR_Allocation All,,KSwr_WS103,,,,,Bad Flow or Volume,15809.0
,,,,,,,,,Certificated Issued,31579,Unspecified,1977-12-29,,12/31,01/01,Appropriation,"18.106, 30.689",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23701, KSwr_S23702",KDADWR_Allocation All,,KSwr_WS100,,,,,Bad Flow or Volume,15829.0
,,,,,,,,,Certificated Issued,31607,Unspecified,1977-12-30,,12/31,01/01,Appropriation,"0.0, 195.0, 171.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23730, KSwr_S23727, KSwr_S23726, KSwr_S23733, KSwr_S23723, KSwr_S23729, KSwr_S23732, KSwr_S23725, KSwr_S23728, KSwr_S23724, KSwr_S23731",KDADWR_Allocation All,,KSwr_WS86,,,,,Bad Flow or Volume,15851.0
,,,,,,,,,Certificated Issued,31619,Unspecified,1977-12-30,,12/31,01/01,Appropriation,"80.0, 64.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23738, KSwr_S23740, KSwr_S23739",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15858.0
,,,,,,,,,Certificated Issued,31659,Unspecified,1978-01-03,,12/31,01/01,Appropriation,"432.0, 528.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23787, KSwr_S23788",KDADWR_Allocation All,,KSwr_WS39,,,,,Bad Flow or Volume,15878.0
,,,,,,,,,Certificated Issued,31673,Unspecified,1978-01-03,,12/31,01/01,Appropriation,"145.0, 116.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23792, KSwr_S23793",KDADWR_Allocation All,,KSwr_WS102,,,,,Bad Flow or Volume,15883.0
,,,,,,,,,Certificated Issued,31689,Unspecified,1978-01-03,,12/31,01/01,Appropriation,"175.0, 199.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23805, KSwr_S23804",KDADWR_Allocation All,,KSwr_WS93,,,,,Bad Flow or Volume,15894.0
,,,,,,,,,Certificated Issued,3169,Unspecified,1954-11-05,,12/31,01/01,Appropriation,"202.191, 242.043",Municipal,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S1548, KSwr_S1547",KDADWR_Allocation All,,KSwr_WS93,,,,,Bad Flow or Volume,15895.0
,,,,,,,,,Certificated Issued,31715,Unspecified,1978-01-04,,12/31,01/01,Appropriation,"640.0, 500.0, 260.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23822, KSwr_S23823, KSwr_S23824",KDADWR_Allocation All,,KSwr_WS120,,,,,Bad Flow or Volume,15913.0
,,,,,,,,,Certificated Issued,31729,Unspecified,1978-01-06,,12/31,01/01,Appropriation,"8.04, 45.097, 17.726, 17.938, 21.12, 30.72",Stockwater,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23835, KSwr_S23836, KSwr_S23838, KSwr_S23839, KSwr_S23837, KSwr_S23834",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15922.0
,,,,,,,,,Certificated Issued,31731,Unspecified,1978-01-06,,12/31,01/01,Appropriation,"152.0, 157.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23841, KSwr_S23840",KDADWR_Allocation All,,KSwr_WS87,,,,,Bad Flow or Volume,15924.0
,,,,,,,,,Certificated Issued,31740,Unspecified,1978-01-09,,12/31,01/01,Appropriation,"3.65, 11.7",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23847, KSwr_S14730",KDADWR_Allocation All,,KSwr_WS45,,,,,Bad Flow or Volume,15931.0
,,,,,,,,,Certificated Issued,31749,Unspecified,1978-01-10,,12/31,01/01,Appropriation,"50.0, 37.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23851, KSwr_S23852",KDADWR_Allocation All,,KSwr_WS24,,,,,Bad Flow or Volume,15936.0
,,,,,,,,,Certificated Issued,31788,Unspecified,1978-01-19,,12/31,01/01,Appropriation,"120.0, 107.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23878, KSwr_S23877",KDADWR_Allocation All,,KSwr_WS44,,,,,Bad Flow or Volume,15964.0
,,,,,,,,,Certificated Issued,31814,Unspecified,1978-01-26,,12/31,01/01,Appropriation,"64.0, 42.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23896, KSwr_S23895",KDADWR_Allocation All,,KSwr_WS17,,,,,Bad Flow or Volume,15982.0
,,,,,,,,,Certificated Issued,31825,Unspecified,1978-01-27,,12/31,01/01,Appropriation,"73.0, 75.0, 131.0",Irrigation,,,,01/06/2021,,0,,,,,KDADWR_Water Rights,KDADWR,,,Irrigation,"KSwr_S23903, KSwr_S23902, KSwr_S23901",KDADWR_Allocation All,,KSwr_WS32,,,,,Bad Flow or Volume,15988.0
